country_code,party_abbreviation,party_native,partyfacts_id_matched,pf_name_short,pf_name,pf_name_english,votes,resembles_source
SK,SNS,Slovenska narodna strana,730.0,SNS,Slovenská národná strana,Slovak National Party,831663.0,True
IT,PANNELLA-BONINO,Lista Bonino,2134.0,LB,Lista Bonino,Bonino List,828856.0,True
GR,KOMMOUNISTIKO KOMMA ELLADAS,KOMMOUNISTIKO KOMMA ELLADAS,48.0,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,827857.0,True
BG,GERB-Sayuz na demokratichnite sili,GERB-Sayuz na demokratichnite sili,760.0,GERB,Grazhdani za evropeysko razvitie na Balgariya,Citizens for European Development of Bulgaria,823009.0,True
FI,OTHER,,1859.0,etc,other,other,821442.0,True
NL,50PLUS,50PLUS,714.0,50+,50PLUS,50PLUS,813803.0,True
HU,KDNP,Keresztenydemokrata Neppart,1412.0,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,812866.0,True
LV,ZZS,Zalo un Zemnieku savieniba,701.0,ZZS,Zaļo un Zemnieku savienība,Green and Farmers' Union,809220.0,True
HU,OTHER,,1843.0,etc,other,other,804611.0,True
IT,+EUROPA,,6155.0,+E,Più Europa,More Europe,803621.0,True
IT,IL GIRASOLE,Il Girasole,1782.0,Giras,Il Girasole,Greens and Social Democrats,802970.0,True
LT,LABOUR PARTY,Darbo Partija,102.0,DP,Darbo Partija,Labour Party,781899.0,True
NL,SGP,SGP,1178.0,SGP,Staatkundig Gereformeerde Partij,Reformed Political Party,775967.0,True
IT,RIVOLUZIONE CIVILE,Rivoluzione Civile,2277.0,RC,Rivoluzione Civile,Civil Revolution,765194.0,True
CY,DISY,Dimokratikos Sinayermos,563.0,DISY,Dimokratikós Sinayermós,Democratic Rally,763879.0,True
IT,PARTITO SOCIALISTA ITALIANO,Partito Socialista Italiano,742.0,PSI,Partito Socialista Italiano,Italian Socialist Party,762940.0,True
IT,+EUROPA,+EUROPA,6155.0,+E,Più Europa,More Europe,759979.0,True
IT,LA RETE-MOV.DEM.,La Rete / Movimento per la Democrazia,131.0,LR,La Rete / Movimento per la Democrazia,The Network / Movement for Democracy,759485.0,True
HR,PATRIOTIC,,8608.0,DK,Domoljubna koalicija,Patriotic Coalition,749890.0,True
CZ,SZ,Strana zelenych,1554.0,SZ,Strana zelených,Green Party,736272.0,True
LV,VIENOTIBA,Vienotiba,852.0,V,Vienotība,Unity,730069.0,True
PL,AWS,Akcja Wyborcza Solidarnosc Prawicy,863.0,AWS,Akcja Wyborcza Solidarność Prawicy,Solidarity Electoral Action of the Right,729170.0,True
GB,SNP,SNP,986.0,SNP,Scottish National Party,Scottish National Party,724758.0,True
CY,AKEL,Anorthotiko Komma Ergazomenou Laou,1076.0,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,722818.0,True
BE,MR,MR,789.0,MR,Mouvement Réformateur,Reformist Movement,716934.0,True
DE,dieBasis,dieBasis,8993.0,dieBasis,Basisdemokratische Partei Deutschland,Grassroots Democratic Party of Germany,715619.2,True
BG,BSP FOR BULGARIA,BSP FOR BULGARIA,1665.0,KzB — BSP,Koalicija za Balgarija — BSP za Bŭlgariya,Coalition for Bulgaria — BSP for Bulgaria,714265.0,True
FR,Divers gauche,Divers gauche,126.0,d-g,divers gauche,other left,713574.0,True
LU,LSAP,d'Sozialisten,186.0,LSAP,Lëtzebuerger Sozialistesch Aarbechterpartei,Luxembourg Socialist Workers' Party,711890.0,True
DE,Die PARTEI,Die PARTEI,6126.0,PARTEI,Die PARTEI,THE PARTY,704412.2,True
PL,OTHER,,1852.0,etc,other,other,699292.0,True
LT,LITHUANIAN SOCIAL DEMOCRATIC PARTY,Lietuvos socialdemokratu partija,64.0,LSDP,Lietuvos socialdemokratų partija,Lithuanian Social Democratic Party,688719.0,True
AT,LIF,Liberales Forum,605.0,LIF,Liberales Forum,Liberal Forum,682656.0,True
ES,EH BILDU,Euskal Herria Bildu / Reunir Euskal Herria,5668.0,EHBildu,Euskal Herria Bildu / Reunir Euskal Herria,Basque Country Unite,681459.0,True
SK,SMER - sociálna demokracia,SMER - sociálna demokracia,311.0,Smer — SD,Smer — sociálna demokracia,Direction — Social Democracy,681017.0,True
IT,RETE - MOVIMENTO DEMOCRATICO,La Rete / Movimento per la Democrazia,131.0,LR,La Rete / Movimento per la Democrazia,The Network / Movement for Democracy,679148.0,True
CZ,PIRATI,Ceska piratska strana,2047.0,Pi,Ceska piratska strana,Czech Pirate Party,678810.0,True
SI,SD,Socialni demokrati / Zdruzena lista socialnih demokratov,1403.0,SD/ZLSD,Socialni demokrati / Združena lista socialnih demokratov,Social Democrats / United List of Social Democrats,675500.0,True
ES,PODEMOS-COM,,3203.0,PODEMOS,Podemos,We Can,673549.0,True
BG,REVIVAL,REVIVAL,5862.0,V,Vazrazhdane,Revival,672909.0,True
GR,AE,Anexartitoi Ellines,1651.0,ANEL,Anexartitoi Ellines,Independent Greeks,662938.0,True
EE,ER,Eesti Reformierakond,821.0,ER,Eesti Reformierakond,Estonian Reform Party,660080.0,True
EE,EK,Eesti Keskerakond,533.0,EK,Eesti Keskerakond,Estonian Centre Party,657495.0,True
FR,UDI,Union des democrates et independants,3229.0,UDI,Union des démocrates et indépendants,Union of Democrats and Independents,656607.0,True
CH,Eidgenössisch-Demokratische Union (EDU),Eidgenössisch-Demokratische Union (EDU),631.0,EDU,Eidgenössisch-Demokratische Union,Federal Democratic Union of Switzerland,647344.0,True
FI,KOK,KOK,495.0,KOK,Kansallinen Kokoomus,National Coalition Party,644555.0,True
GB,BREXIT,Brexit Party,7364.0,BP,Brexit Party,Brexit Party,644257.0,True
LU,LENK,Dei Lenk,271.0,DL,Déi Lénk,The Left,638034.0,True
PT,B.E.,B.E.,1310.0,BE,Bloco de Esquerda,Left Bloc,633512.0,True
CZ,STAROSTOVÉ A NEZÁVISLÍ,STAROSTOVÉ A NEZÁVISLÍ,1707.0,STAN,Starostové a nezávislí,Mayors and Independents,631512.0,True
BG,We continue the Change,We continue the Change,8994.0,PP,Prodalzhavame promyanata,We Continue the Change,624468.0,True
DK,LA,[Ny] Liberal Alliance,212.0,LA,[Ny] Liberal Alliance,[New] Liberal Alliance,621279.0,True
FI,PS,PS,1689.0,SP/PS,Suomen Puolue / Perussuomalaiset,Finns Party / True Finns,620981.0,True
GR,DIKKI,Dimokratiko Koinoniko Kinima,1682.0,DIKKI,Dimokratiko Koinoniko Kinima,Democratic Social Movement,618019.0,True
FI,SDP,SDP,1303.0,SDP,Suomen Sosialidemokraattinen Puolue,Social Democratic Party of Finland,617552.0,True
MT,MLP/PL,Partit Laburista,808.0,MLP,Partit Laburista,Malta Labour Party,614489.0,True
SK,MOST-HID,MOST-HID,258.0,MH,MOST-HID,Most-Hid,610211.0,True
NO,Høyre,Høyre,503.0,H,Høyre,Conservative Party,607316.0,True
HR,MOST,Most nezavisnih lista,4865.0,Most,Most nezavisnih lista,Bridge of Independent Lists,603171.0,True
DE,DVU,,695.0,DVU,Deutsche Volksunion,German People's Union,602810.0,True
SK,SMK-MKP,Strana madarskej koalicie / Strana madarskej komunity,349.0,SMK-MKP,Strana maďarskej koalície / Strana maďarskej komunity,Party of the Hungarian Coalition / Party of the Hungarian Community,593709.0,True
RO,UNSR,Uniunea Salvati Romania,5969.0,USR,Uniunea Salvați România,Save Romania Union,593693.0,True
BG,There is Such A People,There is Such A People,8992.0,ITN,Ima takav narod,There Is Such a People,587531.0,True
HU,MIEP,Magyar Igazsag es Elet Partja,1597.0,MIEP,Magyar Igazság és Élet Pártja,Hungarian Justice and Life Party,579888.0,True
NL,PVV,PVV,298.0,PVV,Partij voor de Vrijheid,Party for Freedom,579490.0,True
BG,GERB-SDS,GERB-SDS,760.0,GERB,Grazhdani za evropeysko razvitie na Balgariya,Citizens for European Development of Bulgaria,578726.0,True
DE,FREIE WAHLER,,1090.0,FW,Freie Wähler,Free Voters,576459.0,True
CZ,VV,Veci verejne,1202.0,VV,Věci veřejné,Public Affairs,569127.0,True
FR,NCE,Nouveau centre,1255.0,NC,Nouveau centre,New Centre,567486.0,True
BE,PS,PS,500.0,PS,Parti Socialiste,Socialist Party [Francophone],561602.0,True
DE,B90/GR,Bundnis 90 / Grune - BurgerInnenbewegung,865.0,B90/Gr-BB,Bündnis 90 / Grüne — BürgerInnenbewegung,Greens / Alliance 90 — Citizens' Movement [East Germany],558570.0,True
MT,PN,Partit Nazzjonalista,699.0,PN,Partit Nazzjonalista,Nationalist Party,557762.0,True
BE,CD&V,CD&V,604.0,CD&V,Christen-Democratisch en Vlaams,Christian Democrats and Flemish,557392.0,True
BE,FN,Front National,191.0,FN,Front National,National Front,555286.0,True
PL,LR,[Lewica] Razem,4871.0,Razem,[Lewica] Razem,[Left] Together,550349.0,True
NL,Volt,Volt,7355.0,VN,Volt Nederland,Volt Netherlands,547565.0,True
CZ,SPD,Svoboda a prima demokracie,6125.0,SPD,Svoboda a přímá demokracie,Freedom and Direct Democracy,538574.0,True
GR,ANOIX,Politiki Anixi,312.0,POLAN,Politiki Anixi,Political Spring,535923.0,True
IT,U.D.EUR POPOLARI,Unione Democratici per l'Europa,115.0,UDEUR,Unione Democratici per l'Europa,Union of Democrats for Europe,534440.0,True
SK,Progresívne Slovensko,Progresívne Slovensko,7361.0,PS,Progresívne Slovensko,Progressive Slovakia,533136.0,True
FR,Divers droite,Divers droite,1776.0,d-d,divers droite,other right,530782.0,True
ES,JXCAT-JUNTS,Junts per Catalunya,7421.0,JxCat,Junts per Catalunya,Together for Catalonia,530225.0,True
BG,OTHER,,1835.0,etc,other,other,517029.0,True
IT,ITALEXIT PER L'ITALIA,ITALEXIT PER L'ITALIA,9081.0,Italexit,Italexit for Italy,Italexit per l'Italia,516300.0,True
CZ,Svoboda a prima demokracie,Svoboda a prima demokracie,6125.0,SPD,Svoboda a přímá demokracie,Freedom and Direct Democracy,513910.0,True
SK,LSNS,Ludova strana Nase Slovensko,656.0,LsNS,Ľudová strana Naše Slovensko,People's Party Our Slovakia,513395.0,True
BG,Ima takav narod,Ima takav narod,8992.0,ITN,Ima takav narod,There Is Such a People,512697.0,True
DK,FP,Fremskridtspartiet,1601.0,FrP,Fremskridtspartiet,Progress Party,504978.0,True
CZ,Česká pirátská strana,Česká pirátská strana,2047.0,Pi,Ceska piratska strana,Czech Pirate Party,504537.0,True
DK,CD,Centrumdemokraterne,800.0,CD,Centrumdemokraterne,Centre Democrats,501765.0,True
ES,SUMAR - EN COMÚ PODEM,SUMAR - EN COMÚ PODEM,8031.0,ECP,En Comú Podem,In Common We Can,493548.0,True
FR,Divers Gauche,Divers Gauche,126.0,d-g,divers gauche,other left,493521.0,True
CH,GLP,Grunliberale Partei der Schweiz,1759.0,GLP,Grünliberale Partei der Schweiz,Green Liberal Party,486554.0,True
ES,CDC,Convergencia Democratica de Catalunya,4795.0,CDC,Convergència Democràtica de Catalunya,Democratic Convergence of Catalonia,483488.0,True
ES,PACMA,,3219.0,PACMA,Partido Animalista Contra el Maltrato Animal,Animalist Party Against Mistreatment to Animals,483165.0,True
LT,LITHUANIAN PEASANT AND GREENS UNION,Lietuvos valstieciu partija,21.0,LVP,Lietuvos valstiečių partija,Lithuanian Peasant Party,478899.0,True
IT,SVP,,1369.0,SVP,Südtiroler Volkspartei,South Tyrol Peoples Party,477173.0,True
HU,MUNKASPART,Magyar Kommunista Munkaspart,859.0,MKM,Magyar Kommunista Munkáspárt,Hungarian Communist Workers' Party,476676.0,True
IE,GREEN,Green Party-Comhaontas Glas,1775.0,Greens,Green Party-Comhaontas Glas,Green Party,472460.0,True
NO,H,Høyre,503.0,H,Høyre,Conservative Party,471602.0,True
DK,V,"V. Venstre, Danmarks Liberale Parti",1204.0,V,Venstre,Liberal Party,470546.0,True
BG,BSP za Bŭlgariya,BSP za Bŭlgariya,1665.0,KzB — BSP,Koalicija za Balgarija — BSP za Bŭlgariya,Coalition for Bulgaria — BSP for Bulgaria,469048.0,True
DK,KD,Kristeligt Folkeparti / Kristendemokraterne,53.0,KrF/KD,Kristeligt Folkeparti / Kristendemokraterne,Christian People's Party / Christian Democrats,464071.0,True
ES,ESQUERRA REPUBLICANA DE CATALUNYA,ESQUERRA REPUBLICANA DE CATALUNYA,848.0,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,462883.0,True
PL,SDPL,Socjaldemokracja Polska,1328.0,SDPL,Socjaldemokracja Polska,Social Democracy of Poland,459376.0,True
GR,KIN.AL.,Kinima Allagis,7909.0,KINAL,Kinima Allagis,Movement for Change,457623.0,True
LT,A. BRAZAUSKAS SOCIALDEMOCRATIC COALITION,Brazausko socialdemokratine koalicija,197.0,BSDK,Brazausko socialdemokratiné koalicija,Brazauskas Social Democratic Coalition,457294.0,True
TR,BBP,,1330.0,BBP,Büyük Birlik Partisi,Great Union Party,455035.0,True
BE,LDD,"Lijst Dedecker / Libertair, Direct, Democratisch",43.0,LD/LDD,"Lijst Dedecker / Libertair, Direct, Democratisch","List Dedecker / Libertarian, Direct, Democratic",447639.0,True
LV,NA!,Nacionala apvieniba,7619.0,,Nacionālā apvienība,National Alliance,445767.0,True
IT,ALLEANZA DEMOCRATICA,Alleanza Democratica,614.0,AD,Alleanza Democratica,Democratic Alliance,439414.0,True
CZ,Svoboda a přímá demokracie (SPD),Svoboda a přímá demokracie (SPD),6125.0,SPD,Svoboda a přímá demokracie,Freedom and Direct Democracy,437611.0,True
SE,Vänsterpartiet,Vänsterpartiet,830.0,V/SKP,Vänsterpartiet / Sveriges Komunistiska Parti,Left Party / Communist Party,436810.0,True
SK,HLAS - sociálna demokracia,HLAS - sociálna demokracia,9071.0,HLAS-SD,HLAS – sociálna demokracia,Voice – Social Democracy,436415.0,True
GB,ALLIANCE,,1477.0,All,Alliance Party of Northern Ireland,Alliance Party of Northern Ireland,434653.0,True
SE,Centerpartiet,Centerpartiet,199.0,B/C,Bondeförbundet / Centerpartiet,Farmers' League / Centre Party,434436.0,True
FR,MAJ,Parti de la Majorite presidentielle,3157.0,MP,Parti de la Majorité présidentielle,Party of Presidential Majority,434050.0,True
AT,NEOS,NEOS,1970.0,NEOS,NEOS — Das Neue Österreich,NEOS — The New Austria,429615.0,True
AT,OTHER,,1857.0,etc,other,other,423141.0,True
CH,OTHER,,1964.0,etc,other,other,414319.0,True
SI,SVOBODA,GIBANJE SVOBODA,9067.0,GS,Gibanje Svoboda,Freedom Movement,410769.0,True
ES,PODEMOS-EN,,3203.0,PODEMOS,Podemos,We Can,410698.0,True
IT,MOVIMENTO PER L'AUTONOMIA ALL.PER IL SUD,Movimento per l'Autonomia,1045.0,MpA,Movimento per l'Autonomia,Movement for Autonomy,410487.0,True
SK,SME,Sme Rodina - Boris Kollar,4873.0,SR,Sme Rodina — Boris Kollár,We are family — Boris Kollar,410318.0,True
PL,UW,Unia Wolnosci,8268.0,UW,Unia Wolności,Freedom Union,404037.0,True
NO,Senterpartiet,Senterpartiet,1072.0,Sp/Bp,Senterpartiet / Bondepartiet,Centre [Agrarian] Party,402961.0,True
BG,RB,Reformatorski Blok,3189.0,RB,Reformatorski Blok,Reformist Bloc,399213.0,True
RO,PALD,Alianta Liberalilor si Democratilor,5662.0,ALDE,Alianța Liberalilor și Democraților,Alliance of Liberals and Democrats,393255.0,True
ES,JUNTS PER CATALUNYA - JUNTS,JUNTS PER CATALUNYA - JUNTS,7421.0,JxCat,Junts per Catalunya,Together for Catalonia,392634.0,True
FR,Divers Centre,Divers Centre,9133.0,d-centre,divers centre,other centre,391423.0,True
SK,OTHER,,1855.0,etc,other,other,390930.0,True
SI,SMC,Stranka Mira Cerarja / Stranka modernega centra,3098.0,SMC,Stranka Mira Cerarja / Stranka modernega centra,Party of Miro Cerar / Modern Center Party,388431.0,True
AT,GRÜNE,GRÜNE,1659.0,GRUENE,Die Grünen — Die grüne Alternative,The Greens — The Green Alternative,386910.0,True
LV,JL,Jaunais Laiks,1531.0,JL,Jaunais Laiks,New Era,386054.0,True
TR,DSP,,1740.0,DSP,Demokratik Sol Parti,Democratic Left Party,385786.0,True
IT,PARTITO PENSIONATI,,772.0,PP,Partito Pensionati,Pensioners' Party,385737.0,True
GR,DIMAR,Dimokratiki Aristera,1160.0,DIMAR,Dimokratiki Aristera,Democratic Left,384986.0,True
RO,PNGCD,Partidul Noua Generatie - Crestin Democrat,296.0,PNG — CD,Partidul Noua Generaţie — Creştin Democrat,New Generation Party — Christian Democratic,383656.0,True
LT,LIBERALS MOVEMENT OF THE REPUBLIC OF LITHUANIA,Lietuvos Respublikos Liberalu sajudis,1744.0,LRLS,Lietuvos Respublikos Liberalų sąjūdis,Liberals' Movement of the Republic of Lithuania,383444.0,True
IT,FARE PER FERMARE IL DECLINO,Fermare il Declino,2279.0,FiD,Fermare il Declino,Stop the Decline,381236.0,True
CY,DIKO,Dimokratiko Komma,635.0,DIKO,Dimokratikó Kómma,Democratic Party,378723.0,True
FR,Extrême Gauche,Extrême Gauche,1594.0,exg,extrême gauche,other far-left,364290.0,True
TR,YTP,,2471.0,YTP,Yeni Türkiye Partisi,New Turkey Party (2002),363671.0,True
BE,FDF,Democratic Front of Francophones,698.0,FDF,Front Démocratique des Francophones / DéFI,Democratic Front of Francophones,362591.0,True
CH,EVP,Evangelische Volkspartei der Schweiz,1123.0,EVP,Evangelische Volkspartei der Schweiz,Protestant Peoples Party,360312.0,True
BG,BSP for Bulgaria,BSP for Bulgaria,1665.0,KzB — BSP,Koalicija za Balgarija — BSP za Bŭlgariya,Coalition for Bulgaria — BSP for Bulgaria,359700.0,True
BE,PVDA,PVDA,1753.0,PVDA — PTB,Partij van de Arbeid van België — Parti du Travail de Belgique,Workers' Party of Belgium,355231.0,True
RO,PMP,Partidul Miscarea Populara,3210.0,PMP,Partidul Mișcarea Populară,People's Movement Party,351637.0,True
IT,POTERE AL POPOLO!,,8247.0,PaP,Potere al Popolo,Power to the People,351208.0,True
FI,KESK,KESK,901.0,KESK,Maalaisliitto / Keskusta,Agrarian Union / Centre Party,349640.0,True
ES,PODEMOS-EN MAREA-ANOVA-EU,,5873.0,EM,En Marea,In Tide,347542.0,True
NO,Fremskrittspartiet,Fremskrittspartiet,101.0,FrP,Fremskrittspartiet,Progress Party,346474.0,True
SE,Kristdemokraterna,Kristdemokraterna,651.0,KD,Kristdemokraterna,Christian Democrats,345489.0,True
LV,TP,Tautas Partija,1755.0,TP,Tautas Partija,People's Party,342727.0,True
CZ,USVIT,Usvit prime demokracie,2049.0,UPD,Úsvit přímé demokracie,Dawn of Direct Democracy,342339.0,True
SI,LZJPS,Lista Zorana Jankovica - Pozitivna Slovenija,1773.0,LZJ — PS,Lista Zorana Jankovića — Pozitivna Slovenija,Zoran Janković's List — Positive Slovenia,340248.0,True
LT,LITHUANIAN POLES' ELECTORAL ACTION,Lietuvos lenku rinkimu akcija,556.0,LLRA,Lietuvos lenkų rinkimų akcija,Election Action of Lithuania's Poles,339213.0,True
IT,ITALIA SOVRANA E POPOLARE,ITALIA SOVRANA E POPOLARE,9127.0,ISP,Italia Sovrana e Popolare,Sovereign and Popular Italy,338798.0,True
IT,MOV.SOC.TRICOLORE,Fiamma Tricolore,1101.0,MSFT,Fiamma Tricolore,Fiamma Tricolore,338746.0,True
ES,AMAIUR,Amaiur,1671.0,A,Amaiur,Amaiur,334498.0,True
LT,NEW UNION (SOCIAL LIBERALS),Naujoji sajunga (socialliberalai),1800.0,NS,Naujoji sąjunga (socialliberalai),New Union (Social Liberals),333956.0,True
ES,EUSKAL HERRIA BILDU,EUSKAL HERRIA BILDU,5668.0,EHBildu,Euskal Herria Bildu / Reunir Euskal Herria,Basque Country Unite,333362.0,True
NL,RPF,RPF,172.0,RPF,Reformatorisch Politieke Federatie,Reformatory Political Federation,333298.0,True
HU,MI HAZÁNK MOZGALOM,MI HAZÁNK MOZGALOM,7349.0,MHM,Mi Hazánk Mozgalom,Our Homeland Movement,332487.0,True
ES,MAS PAIS-EQUO,,8395.0,Pais,Más País,More Country,330345.0,True
DK,M,M. Moderaterne,9063.0,M,Moderaterne,Moderates,327699.0,True
SK,LS-HZDS,Ludova strana - Hnutie za demokraticke Slovensko,560.0,LS — HZDS,Ľudová strana — Hnutie za demokratické Slovensko,People's Party — Movement for a Democratic Slovakia,327589.0,True
SI,DESUS,Demokraticna stranka upokojencev Slovenije,467.0,DeSUS,Demokratična stranka upokojencev Slovenije,Democratic Party of Retired People of Slovenia,327213.0,True
SE,Miljöpartiet de gröna,Miljöpartiet de gröna,456.0,MP,Miljöpartiet de gröna,Greens,324976.0,True
BE,GROEN,GROEN,528.0,AGL — Gr,Agalev — Groen,Agalev — Green,324608.0,True
LU,PPLU,Piratepartei Letzebuerg,2065.0,Pi,Piratepartei Lëtzebuerg,Pirate Party Luxembourg,323819.0,True
LU,déi gréng,déi gréng,1138.0,Greng/GAP,Déi Gréng [Alternativ],The Greens,321895.0,True
FR,LCR,Ligue communiste revolutionnaire,1506.0,LCR,Ligue communiste révolutionnaire,Revolutionary Communist League,320610.0,True
BG,IMRO/NFSB/ATTAKA,Obedineni Patrioti,6115.0,OP,Obedineni Patrioti,United Patriots,318513.0,True
GR,EN.KENT,Enosi Kentroon,2510.0,EK,Enosi Kentroon,Union of Centrists,317269.0,True
PL,PJN,Polska jest Najwazniejsza,41.0,PjN,Polska jest Najważniejsza,Poland is the Most Important,315393.0,True
FR,PRV,Parti radical [socialiste],14.0,PR,Parti radical [socialiste],Radical [Socialist] Party,313750.0,True
BG,Dvizhenie za prava i svobodi,Dvizhenie za prava i svobodi,982.0,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,313302.0,True
FR,MOUVEMENT POUR LA FRANCE,,364.0,MF,Mouvement pour la France,Movement for France,312581.0,True
EE,IRL,Erakond Isamaa ja Res Publica Liit,685.0,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,312355.0,True
BG,Democratic Bulgaria,Democratic Bulgaria,9083.0,DB,Demokratichna Bulgaria,Democratic Bulgaria,310522.0,True
DE,ODP,,7345.0,ODP,Ökologisch-Demokratische Partei,Ecological Democratic Party,309955.0,True
HU,DK,Demokratikus Koalicio,469.0,DK,Demokratikus Koalíció,Democratic Coalition,307492.0,True
FR,LO,,617.0,LO,Lutte ouvrière,Workers' Struggle,304077.0,True
GR,OIK.PRAS,Oikologoi Prasinoi,378.0,OP,Oikologoi Prasinoi,Ecologist Greens,303359.0,True
EE,SDE-MOODUKAT,Sotsiaaldemokraatlik Erakond - Moodukad,1150.0,SDE — M,Sotsiaaldemokraatlik Erakond — Mõõdukad,Social Democratic Party — Moderates,302417.0,True
CZ,SPOZ,Strana Prav Obcanu - Zemanovci / Strana Prav Obcanu,1272.0,SPOZ / SPO,Strana Práv Občanů — Zemanovci / Strana Práv Občanů,Party of Civic Rights — Zeman's people / Party of Civic Rights,301640.0,True
PT,PAN,Partido pelos Animais e pela Natureza,97.0,PAN,Partido pelos Animais e pela Natureza,Party for Animals and Nature,299267.0,True
FR,DIVECO,other,1898.0,etc,other,other,297304.0,True
CH,BDP,Burgerlich-Demokratische Partei (BDP) Graubunden,1415.0,BDP,Bürgerlich-Demokratische Partei (BDP) Graubünden,Conservative Democratic Party of Switzerland,294960.0,True
IE,PD,An Pairti Daonlathach,924.0,PD,An Pairti Daonlathach,Progressive Democrats,294576.0,True
DK,F,F. SF - Socialistisk Folkeparti,329.0,SF,Socialistisk Folkeparti,Socialist Peoples Party,293186.0,True
SI,LDS,Liberalna demokracija Slovenije,975.0,LDS,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,291887.0,True
SI,NSI,Nova Slovenija - Krscanska ljudska stranka,1618.0,NSi,Nova Slovenija — Krščanska ljudska stranka,New Slovenia — Christian People's Party,290243.0,True
PL,PD,Partia Demokratyczna,1566.0,PD,Partia Demokratyczna,Democratic Party,289268.0,True
DK,Æ,Æ. Danmarksdemokraterne - Inger Støjberg,9062.0,DD (Æ),Danmarksdemokraterne,Denmark Democrats,286796.0,True
BG,SINIATA,Sinyata koalitsia,58.0,BC,Sinyata koalitsia,Blue Coalition,285662.0,True
NO,OTHER,,1886.0,etc,other,other,285479.0,True
RO,PARTIDUL MIȘCAREA POPULARĂ,PARTIDUL MIȘCAREA POPULARĂ,3210.0,PMP,Partidul Mișcarea Populară,People's Movement Party,284502.0,True
FR,Divers centre,Divers centre,9133.0,d-centre,divers centre,other centre,283612.0,True
PT,PAN,PAN,97.0,PAN,Partido pelos Animais e pela Natureza,Party for Animals and Nature,281681.0,True
BG,ODS,Obedineni Demokratichni Sili,1183.0,ODS,Obedineni Demokratichni Sili,United Democratic Forces,280323.0,True
SI,SDS,SLOVENSKA DEMOKRATSKA STRANKA - SDS,472.0,SDS,Slovenska demokratska stranka,Slovenian Democratic Party,279897.0,True
DK,I,I. Liberal Alliance,3922.0,ally,alliance,alliance,278656.0,True
FR,MNR,,1634.0,MNR,Mouvement national républicain,National Republican Movement,278255.0,True
CH,LPS,Liberale Partei der Schweiz,444.0,LPS,Liberale Partei der Schweiz,Liberal Party of Switzerland,274886.0,True
NL,CD,CD,1472.0,CD,Centrum Democraten,Centre Democrats,272960.0,True
AT,FRANK,Team Stronach,1971.0,TS,Team Stronach,Team Stronach,268679.0,True
HU,ASZ,Agrarszovetseg,1132.0,ASZ,Agrárszövetség,Agrarian Alliance,267388.0,True
FR,Divers extrême gauche,Divers extrême gauche,1594.0,exg,extrême gauche,other far-left,266412.0,True
FR,DLF,,3207.0,DLF,Debout la France,France Arise,265359.0,True
LV,PCTVL,Par cilveka tiesibam vienota Latvija,176.0,PCTVL,Par cilvēka tiesībām vienotā Latvijā,For Human Rights in a United Latvia,264728.0,True
SK,"OĽANO A PRIATELIA: OBYČAJNÍ ĽUDIA (OĽANO), NEZÁVISLÍ KANDIDÁTI (NEKA), NOVA, SLOBODNÍ A ZODPOVEDNÍ, PAČIVALE ROMA, MAGYAR SZÍVEK a Kresťanská únia a ZA ĽUDÍ","OĽANO A PRIATELIA: OBYČAJNÍ ĽUDIA (OĽANO), NEZÁVISLÍ KANDIDÁTI (NEKA), NOVA, SLOBODNÍ A ZODPOVEDNÍ, PAČIVALE ROMA, MAGYAR SZÍVEK a Kresťanská únia a ZA ĽUDÍ",7360.0,KU,Kresťanská únia,Christian Union,264137.0,True
GR,ELLINIKI LYSI - KYRIAKOS VELOPOULOS,ELLINIKI LYSI - KYRIAKOS VELOPOULOS,7347.0,EL,Elliniki Lisi,Greek Solution,262498.0,True
CZ,STAN,Starostove a Nezavisli - Vase Alternativa,1707.0,STAN,Starostové a nezávislí,Mayors and Independents,262157.0,True
FR,DIVERS,other,1898.0,etc,other,other,262050.0,True
BE,PARTI POPULAIRE,Parti populaire,639.0,Pp,Parti populaire,People's Party,261682.0,True
HR,OTHER,,2027.0,etc,other,other,257579.0,True
CH,Ensemble à Gauche : solidaritéS · DAL · Parti du Travail (PdA/Sol.),Ensemble à Gauche : solidaritéS · DAL · Parti du Travail (PdA/Sol.),8653.0,S,SolidaritéS,Solidarity,255320.0,True
LT,LITHUANIAN LIBERAL UNION,Lietuvos liberalu sajunga,1357.0,LLS,Lietuvos liberalų sąjunga,Liberal Union of Lithuania,253823.0,True
BG,Movement for Rights and Freedoms - DPS,Movement for Rights and Freedoms - DPS,982.0,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,253257.0,True
CZ,Ceska strana socialne demokraticka,Ceska strana socialne demokraticka,177.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,250397.0,True
DE,DIE PARTEI,,6126.0,PARTEI,Die PARTEI,THE PARTY,250297.0,True
